Sl.No,Model Year,Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption (City (L/100 km),Fuel Consumption(Hwy (L/100 km)),Fuel Consumption(Comb (L/100 km)),Fuel Consumption(Comb (mpg)),CO2 Emission Rating
509,2022,Jeep,Gladiator 4X4,Pickup truck: Standard,3.6,6,M6,X,14.3,10.4,12.6,22,5
510,2022,Jeep,Grand Cherokee 4X4,SUV: Standard,3.6,6,A8,X,12.3,9.2,10.9,26,7
511,2022,Jeep,Grand Cherokee 4X4,SUV: Standard,5.7,8,A8,X,16.7,10.9,14.1,20,5
512,2022,Jeep,Grand Cherokee L 4X4,SUV: Standard,3.6,6,A8,X,13,9.4,11.3,25,7
513,2022,Jeep,Grand Cherokee L 4X4,SUV: Standard,5.7,8,A8,X,16.7,10.9,14.1,20,5
514,2022,Jeep,Grand Cherokee WK 4X4,SUV: Standard,3.6,6,A8,X,12.7,9.6,11.3,25,7
515,2022,Jeep,Grand Wagoneer 4X4,SUV: Standard,6.4,8,A8,Z,18.6,12.8,16,18,1
516,2022,Jeep,Renegade,SUV: Small,1.3,4,A9,X,9.8,7.4,8.7,32,6
517,2022,Jeep,Renegade 4X4,SUV: Small,1.3,4,A9,X,10.1,8.1,9.2,31,6
518,2022,Jeep,Renegade 4X4 Trailhawk,SUV: Small,1.3,4,A9,X,10.8,8.7,9.9,29,6
519,2022,Jeep,Wagoneer 4X4,SUV: Standard,5.7,8,A8,X,15.6,11.7,13.8,20,5
520,2022,Jeep,Wrangler JL 4X4,SUV: Small,2,4,A8,X,10.7,9.8,10.3,27,5
521,2022,Jeep,Wrangler JL 4X4,SUV: Small,3.6,6,A8,X,12.8,10.4,11.8,24,7
522,2022,Jeep,Wrangler JL 4X4 eTorque,SUV: Small,3.6,6,A8,X,12,9.8,11,26,5
523,2022,Jeep,Wrangler JL 4X4,SUV: Small,3.6,6,M6,X,13.7,9.6,11.8,24,5
524,2022,Jeep,Wrangler JL Unlimited 4X4,SUV: Small,2,4,A8,X,11.5,9.9,10.8,26,5
525,2022,Jeep,Wrangler JL Unlimited 4X4 EcoDiesel,SUV: Small,3,6,A8,D,10.6,8.1,9.5,30,1
526,2022,Jeep,Wrangler JL Unlimited 4X4 Rubicon EcoDiesel,SUV: Small,3,6,A8,D,11.2,9,10.2,28,1
527,2022,Jeep,Wrangler JL Unlimited 4X4,SUV: Small,3.6,6,A8,X,12.9,10.2,11.7,24,7
528,2022,Jeep,Wrangler JL Unlimited 4X4 eTorque,SUV: Small,3.6,6,A8,X,12.3,9.9,11.2,25,5
529,2022,Jeep,Wrangler JL Unlimited 4X4,SUV: Small,3.6,6,M6,X,13.8,10.1,12.2,23,5
530,2022,Jeep,Wrangler JL Unlimited 4X4,SUV: Small,6.4,8,A8,Z,18.5,14.1,16.5,17,1
531,2022,Kia,Carnival,Minivan,3.5,6,AS8,X,12,8.9,10.6,27,5
532,2022,Kia,Forte,Mid-size,1.6,4,AM7,X,8.7,6.6,7.8,36,5
533,2022,Kia,Forte,Mid-size,2,4,AV,X,7.9,5.9,7,40,5
534,2022,Kia,Forte,Mid-size,2,4,M6,X,8.8,6.1,7.6,37,5
535,2022,Kia,Forte 5,Full-size,1.6,4,AM7,X,8.9,6.9,8,35,5
536,2022,Kia,Forte 5,Full-size,2,4,AV,X,8,6,7.1,40,5
537,2022,Kia,K5,Full-size,2.5,4,AM8,X,9.9,7.3,8.7,32,5
538,2022,Kia,K5 AWD,Full-size,1.6,4,AS8,X,9.2,7,8.2,34,5
539,2022,Kia,Niro,Station wagon: Small,1.6,4,AM6,X,4.4,4.9,4.6,61,7
540,2022,Kia,Niro FE,Station wagon: Small,1.6,4,AM6,X,4.4,4.9,4.6,61,7
541,2022,Kia,Niro Touring,Station wagon: Small,1.6,4,AM6,X,5,5.6,5.3,53,7
542,2022,Kia,Rio,Compact,1.6,4,AV1,X,7.2,6,6.7,42,3
543,2022,Kia,Rio,Compact,1.6,4,M6,X,7.7,6.1,7,40,3
544,2022,Kia,Seltos,SUV: Small,2,4,AV8,X,8.2,7.1,7.7,37,5
545,2022,Kia,Seltos AWD,SUV: Small,1.6,4,AM7,X,9.4,7.9,8.7,32,5
546,2022,Kia,Seltos AWD,SUV: Small,2,4,AV8,X,8.8,7.6,8.2,34,5
547,2022,Kia,Sorento AWD,SUV: Small,2.5,4,AM8,X,10.9,8.7,9.9,29,5
548,2022,Kia,Sorento AWD,SUV: Small,2.5,4,AS8,X,10.1,9.2,9.7,29,5
549,2022,Kia,Sorento Hybrid AWD,SUV: Small,1.6,4,AM6,X,6.4,7,6.6,43,7
550,2022,Kia,Soul,Station wagon: Small,2,4,AV,X,8.5,7,7.9,36,7
551,2022,Kia,Sportage,SUV: Small,2.4,4,AS6,X,10.1,7.6,9,31,5
552,2022,Kia,Sportage AWD,SUV: Small,2,4,AS6,X,12.1,9.6,11,26,5
553,2022,Kia,Sportage AWD,SUV: Small,2.4,4,AS6,X,10.8,9.1,10,28,5
554,2022,Kia,Stinger AWD,Mid-size,3.3,6,AS8,Z,13.7,9.6,11.9,24,3
555,2022,Kia,Telluride AWD,SUV: Small,3.8,6,AS8,X,12.7,9.7,11.3,25,5
556,2022,Lamborghini,Aventador Countach,Two-seater,6.5,12,AM7,Z,26.5,14.6,21.2,13,1
557,2022,Lamborghini,Aventador Coupe,Two-seater,6.5,12,AM7,Z,26.8,15.1,21.5,13,1
558,2022,Lamborghini,Aventador Roadster,Two-seater,6.5,12,AM7,Z,26.8,15.1,21.5,13,1
559,2022,Lamborghini,Huracan evo Coupe,Two-seater,5.2,10,AM7,Z,18,12.9,15.7,18,1
560,2022,Lamborghini,Huracan evo Coupe AWD,Two-seater,5.2,10,AM7,Z,18,12.9,15.7,18,1
561,2022,Lamborghini,Huracan evo Spyder,Two-seater,5.2,10,AM7,Z,18,12.9,15.7,18,1
562,2022,Lamborghini,Huracan evo Spyder AWD,Two-seater,5.2,10,AM7,Z,18,12.9,15.7,18,1
563,2022,Lamborghini,Urus,SUV: Standard,4,8,AS8,Z,19.2,14.1,16.9,17,3
564,2022,Land Rover,Defender 90 P300,SUV: Standard,2,4,AS8,Z,13.2,11.3,12.3,23,7
565,2022,Land Rover,Defender 90 P400,SUV: Standard,3,6,AS8,Z,13.5,10.8,12.3,23,7
566,2022,Land Rover,Defender 90 5.0L V8,SUV: Standard,5,8,AS8,Z,15.8,12.4,14.3,20,3
567,2022,Land Rover,Defender 110 P300,SUV: Standard,2,4,AS8,Z,14.2,11.7,13,22,7
568,2022,Land Rover,Defender 110 P400,SUV: Standard,3,6,AS8,Z,13.5,10.8,12.3,23,7
569,2022,Land Rover,Defender 110 5.0L V8,SUV: Standard,5,8,AS8,Z,16.4,12.7,14.7,19,3
570,2022,Land Rover,Discovery P300,SUV: Standard,2,4,AS8,Z,12.2,10.6,11.5,25,7
571,2022,Land Rover,Discovery P360,SUV: Standard,3,6,AS8,Z,12.8,9.8,11.4,25,7
572,2022,Land Rover,Range Rover P360,SUV: Standard,3,6,AS8,Z,13.3,10.2,11.9,24,7
573,2022,Land Rover,Range Rover P400,SUV: Standard,3,6,AS8,Z,13.3,10.2,11.9,24,7
574,2022,Land Rover,Range Rover P525,SUV: Standard,5,8,AS8,Z,14.4,11.3,13,22,3
575,2022,Land Rover,Range Rover P525 LWB,SUV: Standard,5,8,AS8,Z,14.4,11.3,13,22,3
576,2022,Land Rover,Range Rover SVAutobiography,SUV: Standard,5,8,AS8,Z,17.1,12.6,15.1,19,3
577,2022,Land Rover,Range Rover SVAutobiography LWB,SUV: Standard,5,8,AS8,Z,17.9,12.7,15.5,18,3
578,2022,Land Rover,Range Rover Sport P360,SUV: Standard,3,6,AS8,Z,12.7,9.9,11.4,25,7
579,2022,Land Rover,Range Rover Sport HST P400,SUV: Standard,3,6,AS8,Z,12.7,9.9,11.4,25,7
580,2022,Land Rover,Range Rover Sport P525,SUV: Standard,5,8,AS8,Z,14.1,10.7,12.6,22,3
581,2022,Land Rover,Range Rover Sport P575 SVR,SUV: Standard,5,8,AS8,Z,16.2,12,14.3,20,3
582,2022,Lexus,ES 250 AWD,Mid-size,2.5,4,AS8,X,9.5,7,8.4,34,6
583,2022,Lexus,ES 300h,Mid-size,2.5,4,AV6,X,5.5,5.2,5.3,53,7
584,2022,Lexus,ES 350,Mid-size,3.5,6,AS8,X,10.7,7.3,9.2,31,5
585,2022,Lexus,ES 350 F SPORT,Mid-size,3.5,6,AS8,X,10.9,7.5,9.4,30,5
586,2022,Lexus,GX 460,SUV: Standard,4.6,8,AS6,Z,16.2,12.3,14.5,19,3
587,2022,Lexus,IS 300,Compact,2,4,AS6,Z,11,7.6,9.5,30,5
588,2022,Lexus,IS 300 AWD,Compact,3.5,6,AS6,Z,12.2,9,10.8,26,5
589,2022,Lexus,IS 350 AWD,Compact,3.5,6,AS6,Z,12.2,9,10.8,26,5
590,2022,Lexus,IS 500,Compact,5,8,AS8,Z,14.1,9.3,11.9,24,5
591,2022,Lexus,LC 500,Subcompact,5,8,AS10,Z,15.1,9.6,12.6,22,5
592,2022,Lexus,LC 500 Convertible,Minicompact,5,8,AS10,Z,16,9.5,13,22,5
593,2022,Lexus,LC 500h,Subcompact,3.5,6,AV10,Z,9,7.1,8.1,35,7
594,2022,Lexus,LS 500 AWD,Mid-size,3.4,6,AS10,Z,13.8,8.7,11.2,25,5
595,2022,Lexus,LS 500h AWD,Mid-size,3.5,6,AV10,Z,10.1,8.1,9.2,31,7
596,2022,Lexus,LX 600,SUV: Standard,3.4,6,AS10,Z,14.2,10.8,12.7,22,5
597,2022,Lexus,NX 250 AWD,SUV: Small,2.5,4,AS8,X,9.4,7.4,8.4,34,6
598,2022,Lexus,NX 350 AWD,SUV: Small,2.4,4,AS8,Z,10.5,8.3,9.5,30,7
599,2022,Lexus,NX 350 AWD F SPORT,SUV: Small,2.4,4,AS8,Z,10.5,8.4,9.5,30,7
600,2022,Lexus,NX 350h AWD,SUV: Small,2.5,4,AV6,Z,5.7,6.4,6,47,7
601,2022,Lexus,RC 300 AWD,Subcompact,3.5,6,AS6,Z,12.2,9,10.8,26,5
602,2022,Lexus,RC 350 AWD,Subcompact,3.5,6,AS6,Z,12.2,9,10.8,26,5
603,2022,Lexus,RC F,Subcompact,5,8,AS8,Z,14.4,9.6,12.2,23,5
604,2022,Lexus,RX 350 AWD,SUV: Small,3.5,6,AS8,X,12.2,9,10.8,26,5
605,2022,Lexus,RX 350 L AWD,SUV: Small,3.5,6,AS8,X,13.1,9.4,11.1,25,5
606,2022,Lexus,RX 450h AWD,SUV: Standard,3.5,6,AV6,Z,7.5,8.4,7.9,36,7
607,2022,Lexus,RX 450h L AWD,SUV: Standard,3.5,6,AV6,Z,8.1,8.4,8.1,35,7
608,2022,Lexus,UX 200,Mid-size,2,4,AS10,X,8,6.3,7.2,39,6
609,2022,Lexus,UX 250h AWD,Compact,2,4,AV6,X,5.7,6.2,6,47,7
610,2022,Lincoln,Aviator AWD,SUV: Standard,3,6,AS10,X,13.7,9.7,11.9,24,5
611,2022,Lincoln,Corsair AWD,SUV: Small,2,4,AS8,X,11.1,8.1,9.8,29,5
612,2022,Lincoln,Corsair AWD,SUV: Small,2.3,4,AS8,X,11.2,8.3,9.9,29,5
613,2022,Lincoln,Nautilus AWD,SUV: Small,2,4,A8,X,11.8,9.4,10.7,26,6
614,2022,Lincoln,Nautilus AWD,SUV: Small,2,4,AS8,X,11.8,9.4,10.7,26,6
615,2022,Lincoln,Nautilus AWD,SUV: Small,2.7,6,AS8,X,12.6,9.3,11.2,25,5
616,2022,Lincoln,Navigator 4X4,SUV: Standard,3.5,6,AS10,X,15.2,10.8,13.2,21,6
617,2022,Maserati,Ghibli GT,Mid-size,3,6,A8,Z,13.4,9.4,11.6,24,3
618,2022,Maserati,Ghibli Modena,Mid-size,3,6,A8,Z,13.4,9.4,11.6,24,3
619,2022,Maserati,Ghibli Modena AWD,Mid-size,3,6,A8,Z,14.8,9.8,12.6,22,3
620,2022,Maserati,Ghibli Trofeo,Mid-size,3.8,8,A8,Z,17.4,11.9,14.9,19,1
621,2022,Maserati,Levante GT,SUV: Standard,3,6,A8,Z,15.1,10.9,13.2,21,3
622,2022,Maserati,Levante Modena,SUV: Standard,3,6,A8,Z,15.1,10.9,13.2,21,3
623,2022,Maserati,Levante Modena V8,SUV: Standard,3.8,8,A8,Z,17.4,12,15,19,1
624,2022,Maserati,Levante Trofeo,SUV: Standard,3.8,8,A8,Z,17.4,12,15,19,1
625,2022,Maserati,MC20,Two-seater,3,6,AS8,Z,15.4,9.5,12.8,22,5
626,2022,Maserati,Quattroporte GT,Full-size,3,6,A8,Z,14.4,9.3,12.1,23,3
627,2022,Maserati,Quattroporte Modena,Full-size,3,6,A8,Z,14.4,9.3,12.1,23,3
628,2022,Maserati,Quattroporte Modena AWD,Full-size,3,6,A8,Z,14.8,9.8,12.6,22,3
629,2022,Maserati,Quattroporte Trofeo,Full-size,3.8,8,A8,Z,17.4,11.9,14.9,19,1
630,2022,Mazda,CX-3,Compact,2,4,AS6,X,8.3,6.9,7.7,37,3
631,2022,Mazda,CX-3 (SIL),Compact,2,4,M6,X,8.8,7,8,35,3
632,2022,Mazda,CX-3 4WD,Compact,2,4,AS6,X,8.6,7.4,8.1,35,3
633,2022,Mazda,CX-30 4WD,SUV: Small,2,4,AS6,X,9.4,7.7,8.6,33,7
634,2022,Mazda,CX-30 4WD,SUV: Small,2.5,4,AS6,X,9.9,7.7,8.9,32,7
635,2022,Mazda,CX-30 Turbo 4WD,SUV: Small,2.5,4,AS6,X,10.5,7.9,9.3,30,5
636,2022,Mazda,CX-5 4WD,SUV: Small,2.5,4,AS6,X,10.2,8.2,9.3,30,6
637,2022,Mazda,CX-5 4WD (Cylinder Deactivation),SUV: Small,2.5,4,AS6,X,9.9,7.9,9,31,6
638,2022,Mazda,CX-5 Turbo 4WD,SUV: Small,2.5,4,AS6,X,10.8,8.7,9.8,29,5
639,2022,Mazda,CX-9 4WD,SUV: Small,2.5,4,AS6,X,11.6,9,10.4,27,5
640,2022,Mazda,Mazda3 4-Door,Compact,2,4,AS6,X,8.4,6.6,7.6,37,7
641,2022,Mazda,Mazda3 4-Door (SIL),Compact,2,4,M6,X,8.7,6.4,7.7,37,7
642,2022,Mazda,Mazda3 4-Door,Compact,2.5,4,AS6,X,8.9,6.5,7.8,36,7
643,2022,Mazda,Mazda3 4-Door 4WD,Compact,2.5,4,AS6,X,9.5,7.2,8.5,33,7
644,2022,Mazda,Mazda3 4-Door Turbo 4WD,Compact,2.5,4,AS6,X,10.1,7.3,8.8,32,5
645,2022,Mazda,Mazda3 5-Door,Mid-size,2,4,AS6,X,8.6,6.7,7.7,37,7
646,2022,Mazda,Mazda3 5-Door (SIL),Mid-size,2,4,M6,X,8.7,6.6,7.8,36,7
647,2022,Mazda,Mazda3 5-Door,Mid-size,2.5,4,AS6,X,9.1,6.8,8.1,35,7
648,2022,Mazda,Mazda3 5-Door (SIL),Mid-size,2.5,4,M6,X,9.6,7.1,8.4,34,7
649,2022,Mazda,Mazda3 5-Door 4WD,Mid-size,2.5,4,AS6,X,9.5,7.4,8.6,33,7
650,2022,Mazda,Mazda3 5-Door Turbo 4WD,Mid-size,2.5,4,AS6,X,10.1,7.5,8.9,32,5
651,2022,Mazda,MX-5,Two-seater,2,4,AS6,Z,9,6.6,7.9,36,3
652,2022,Mazda,MX-5 (SIL),Two-seater,2,4,M6,Z,9,7,8.1,35,3
653,2022,Mercedes-Benz,A 220 4MATIC Sedan,Subcompact,2,4,AM7,Z,9.5,6.8,8.3,34,5
654,2022,Mercedes-Benz,A 250 4MATIC Hatch,Station wagon: Small,2,4,AM7,Z,10,7,8.7,32,5
655,2022,Mercedes-Benz,AMG A 35 4MATIC Sedan,Subcompact,2,4,AM7,Z,10.8,7.9,9.5,30,5
656,2022,Mercedes-Benz,AMG A 35 4MATIC Hatch,Station wagon: Small,2,4,AM7,Z,10.8,7.8,9.4,30,5
657,2022,Mercedes-Benz,AMG C 43 4MATIC Cabriolet,Subcompact,3,6,A9,Z,12.7,8.7,10.9,26,5
658,2022,Mercedes-Benz,AMG C 43 4MATIC Coupe,Subcompact,3,6,A9,Z,12.6,8.5,10.8,26,5
659,2022,Mercedes-Benz,AMG CLA 35 4MATIC Coupe,Compact,2,4,AM7,Z,11,8.2,9.7,29,5
660,2022,Mercedes-Benz,AMG CLA 45 4MATIC Coupe,Compact,2,4,AM8,Z,12,8.5,10.4,27,3
661,2022,Mercedes-Benz,AMG CLS 53 4MATIC+ Coupe,Compact,3,6,A9,Z,11.6,8.8,10.3,27,6
662,2022,Mercedes-Benz,AMG E 53 4MATIC+ Sedan,Mid-size,3,6,A9,Z,11.3,8.3,9.9,29,6
663,2022,Mercedes-Benz,AMG E 53 4MATIC+ Cabriolet,Subcompact,3,6,A9,Z,12,8.9,10.6,27,6
664,2022,Mercedes-Benz,AMG E 53 4MATIC+ Coupe,Subcompact,3,6,A9,Z,11.7,8.4,10.2,28,6
665,2022,Mercedes-Benz,AMG GLA 35 4MATIC SUV,Station wagon: Small,2,4,AM8,Z,11,8.4,9.8,29,5
666,2022,Mercedes-Benz,AMG GLA 45 4MATIC SUV,Station wagon: Small,2,4,AM8,Z,12.3,9.6,11.1,25,3
667,2022,Mercedes-Benz,AMG GLB 35 4MATIC SUV,Station wagon: Mid-size,2,4,AM8,Z,12.7,9.4,11.2,25,5
668,2022,Mercedes-Benz,AMG GLC 43 4MATIC SUV,SUV: Small,3,6,A9,Z,12.9,9.3,11.3,25,5
669,2022,Mercedes-Benz,AMG GLC 43 4MATIC Coupe,SUV: Small,3,6,A9,Z,14,10.1,12.3,23,5
670,2022,Mercedes-Benz,AMG GLE 53 4MATIC+ SUV,SUV: Standard,3,6,A9,Z,13.4,10.6,12.1,23,6
671,2022,Mercedes-Benz,AMG GLE 53 4MATIC+ Coupe,SUV: Standard,3,6,A9,Z,13.6,11.1,12.5,23,6
672,2022,Mercedes-Benz,AMG GT 53 4MATIC+ Coupe,Compact,3,6,A9,Z,12.3,9.4,11,26,6
673,2022,Mercedes-Benz,C 300 4MATIC Cabriolet,Subcompact,2,4,A9,Z,11,8,9.6,29,6
674,2022,Mercedes-Benz,C 300 4MATIC Coupe,Subcompact,2,4,A9,Z,10.7,7.5,9.3,30,6
675,2022,Mercedes-Benz,CLA 250 4MATIC Coupe,Compact,2,4,AM7,Z,9.8,7,8.6,33,5
676,2022,Mercedes-Benz,CLS 450 4MATIC Coupe,Compact,3,6,A9,Z,11.1,8.2,9.8,29,6
677,2022,Mercedes-Benz,E 350 4MATIC Sedan,Mid-size,2,4,A9,Z,11.2,8.2,9.8,29,6
678,2022,Mercedes-Benz,E 450 4MATIC Sedan,Mid-size,3,6,A9,Z,10.5,7.9,9.3,30,6
679,2022,Mercedes-Benz,E 450 4MATIC Cabriolet,Subcompact,3,6,A9,Z,11.2,8.4,9.9,29,6
680,2022,Mercedes-Benz,E 450 4MATIC Coupe,Subcompact,3,6,A9,Z,11,8,9.6,29,6
681,2022,Mercedes-Benz,E 450 4MATIC All-Terrain Wagon,Station wagon: Mid-size,3,6,A9,Z,11,8.3,9.8,29,6
682,2022,Mercedes-Benz,GLA 250 4MATIC SUV,SUV: Small,2,4,AM8,Z,10.3,7.3,9,31,5
683,2022,Mercedes-Benz,GLB 250 4MATIC SUV,SUV: Small,2,4,AM8,Z,10.9,7.9,9.5,30,5
684,2022,Mercedes-Benz,GLC 300 4MATIC SUV,SUV: Small,2,4,A9,Z,11.5,9.1,10.4,27,6
685,2022,Mercedes-Benz,GLC 300 4MATIC Coupe,SUV: Small,2,4,A9,Z,11.5,8.5,10.1,28,6
686,2022,Mercedes-Benz,GLE 350 4MATIC SUV,SUV: Standard,2,4,A9,Z,12.1,8.9,10.7,26,5
687,2022,Mercedes-Benz,GLE 450 4MATIC SUV,SUV: Standard,3,6,A9,Z,11.4,9.3,10.4,27,6
688,2022,Mercedes-Benz,GLE 450 4MATIC Coupe,SUV: Standard,3,6,A9,Z,11.7,9.2,10.5,27,6
689,2022,Mercedes-Benz,GLS 450 4MATIC SUV,SUV: Standard,3,6,A9,Z,12.8,10,11.5,25,6
690,2022,Mercedes-Benz,Maybach S 580 4MATIC Sedan,Full-size,4,8,A9,Z,15.2,9.9,12.9,22,5
691,2022,Mercedes-Benz,Metris Cargo Van,Special purpose vehicle,2,4,A9,Z,12.6,10.1,11.5,25,6
692,2022,Mercedes-Benz,Metris Cargo Van LWB,Special purpose vehicle,2,4,A9,Z,12.6,10.1,11.5,25,6
693,2022,Mercedes-Benz,Metris Passenger Van,Special purpose vehicle,2,4,A9,Z,13.3,10.6,12.1,23,6
694,2022,Mercedes-Benz,S 500 4MATIC SWB Sedan,Full-size,3,6,A9,Z,11.4,8,9.9,29,6
695,2022,Mercedes-Benz,S 580 4MATIC LWB Sedan,Full-size,4,8,A9,Z,14.3,9.5,12.2,23,5
696,2022,MINI,Cooper 3 Door,Subcompact,1.5,3,AM7,Z,8.2,6.2,7.3,39,7
697,2022,MINI,Cooper 3 Door,Subcompact,1.5,3,M6,Z,8.7,6.3,7.6,37,7
698,2022,MINI,Cooper 5 Door,Subcompact,1.5,3,AM7,Z,8.2,6.2,7.3,39,7
699,2022,MINI,Cooper 5 Door,Subcompact,1.5,3,M6,Z,8.7,6.3,7.6,37,7
700,2022,MINI,Cooper Convertible,Minicompact,1.5,3,AM7,Z,8.2,6.2,7.3,39,7
701,2022,MINI,Cooper Convertible,Minicompact,1.5,3,M6,Z,8.7,6.3,7.6,37,7
702,2022,MINI,Cooper Countryman ALL4,Mid-size,1.5,3,AS8,Z,10.2,7.7,9.1,31,7
703,2022,MINI,Cooper S 3 Door,Subcompact,2,4,AM7,Z,8.5,6.2,7.5,38,7
704,2022,MINI,Cooper S 3 Door,Subcompact,2,4,M6,Z,10.5,7.3,9.1,31,7
705,2022,MINI,Cooper S 5 Door,Subcompact,2,4,AM7,Z,8.5,6.2,7.5,38,7
706,2022,MINI,Cooper S 5 Door,Subcompact,2,4,M6,Z,10.5,7.3,9.1,31,7
707,2022,MINI,Cooper S Clubman ALL4,Mid-size,2,4,AS8,Z,10.2,7.4,8.9,32,7
708,2022,MINI,Cooper S Convertible,Minicompact,2,4,AM7,Z,8.8,6.5,7.8,36,7
709,2022,MINI,Cooper S Convertible,Minicompact,2,4,M6,Z,10.1,7.1,8.8,32,7
710,2022,MINI,Cooper S Countryman ALL4,Mid-size,2,4,AS8,Z,10.4,7.5,9.1,31,7
711,2022,MINI,John Cooper Works 3 Door,Subcompact,2,4,AS8,Z,9.3,6.9,8.2,34,7
712,2022,MINI,John Cooper Works 3 Door,Subcompact,2,4,M6,Z,10.5,7.3,9.1,31,7
713,2022,MINI,John Cooper Works Clubman ALL4,Mid-size,2,4,AS8,Z,10.1,7.6,9,31,3
714,2022,MINI,John Cooper Works Convertible,Minicompact,2,4,AS8,Z,9.6,7.2,8.5,33,7
715,2022,MINI,John Cooper Works Countryman ALL4,Mid-size,2,4,AS8,Z,10.4,7.8,9.2,31,3
716,2022,Mitsubishi,Eclipse Cross 4WD,SUV: Small,1.5,4,AV8,X,9.6,8.9,9.3,30,5
717,2022,Mitsubishi,Mirage,Compact,1.2,3,AV,X,6.6,5.6,6.2,46,5
718,2022,Mitsubishi,Mirage,Compact,1.2,3,M5,X,7.1,5.8,6.5,43,5
719,2022,Mitsubishi,Outlander 4WD,SUV: Small,2.5,4,AV8,X,9.7,7.9,8.9,32,6
720,2022,Mitsubishi,RVR,SUV: Small,2,4,AV6,X,9.7,7.8,8.8,32,5
721,2022,Mitsubishi,RVR 4WD,SUV: Small,2,4,AV6,X,10.1,8.2,9.2,31,5
722,2022,Mitsubishi,RVR 4WD,SUV: Small,2.4,4,AV6,X,10.3,8.3,9.4,30,5
723,2022,Nissan,Altima AWD,Mid-size,2.5,4,AV,X,9.1,6.5,7.9,36,7
724,2022,Nissan,Altima AWD SR/Platinum,Mid-size,2.5,4,AV,X,9.3,6.7,8.1,35,7
725,2022,Nissan,Armada 4WD,SUV: Standard,5.6,8,AS7,Z,17.5,12.9,15.4,18,3
726,2022,Nissan,Frontier,Pickup truck: Standard,3.8,6,AS9,X,12.8,9.5,11.3,25,5
727,2022,Nissan,Frontier 4WD,Pickup truck: Standard,3.8,6,AS9,X,13.7,10.6,12.3,23,5
728,2022,Nissan,Kicks,Mid-size,1.6,4,AV,X,7.7,6.6,7.2,39,7
729,2022,Nissan,Maxima,Mid-size,3.5,6,AV7,Z,11.6,7.9,9.9,29,3
730,2022,Nissan,Murano AWD,Station wagon: Mid-size,3.5,6,AV7,X,12,8.5,10.4,27,5
731,2022,Nissan,Pathfinder 4WD,SUV: Small,3.5,6,AS9,X,11.6,9.2,10.5,27,5
732,2022,Nissan,Qashqai,Station wagon: Small,2,4,AV8,X,8.6,7.3,8,35,6
733,2022,Nissan,Qashqai,Station wagon: Small,2,4,M6,X,10,7.9,9.1,31,6
734,2022,Nissan,Qashqai AWD,Station wagon: Small,2,4,AV8,X,9,7.5,8.3,34,6
735,2022,Nissan,Rogue,SUV: Small,1.5,3,AV8,X,7.8,6.5,7.2,39,6
736,2022,Nissan,Rogue,SUV: Small,2.5,4,AV8,X,9,7.1,8.1,35,7
737,2022,Nissan,Rogue AWD,SUV: Small,1.5,3,AV8,X,8.4,6.7,7.6,37,6
738,2022,Nissan,Rogue AWD SL/Platinum,SUV: Small,1.5,3,AV8,X,8.4,6.8,7.7,37,6
739,2022,Nissan,Rogue AWD,SUV: Small,2.5,4,AV8,X,9.2,7.2,8.3,34,7
740,2022,Nissan,Sentra,Mid-size,2,4,AV,X,8,6,7.1,40,7
741,2022,Nissan,Sentra SR,Mid-size,2,4,AV,X,8.2,6.1,7.3,39,7
742,2022,Nissan,Sentra,Mid-size,2,4,M6,X,9.2,6.2,7.9,36,7
743,2022,Nissan,Sentra SR,Mid-size,2,4,M6,X,9.4,6.4,8.1,35,7
744,2022,Nissan,Versa,Compact,1.6,4,AV,X,7.4,5.9,6.7,42,7
745,2022,Nissan,Versa,Compact,1.6,4,M5,X,8.6,6.7,7.7,37,7
746,2022,Porsche,718 Boxster,Two-seater,2,4,AM7,Z,11,8.7,10,28,1
747,2022,Porsche,718 Boxster,Two-seater,2,4,M6,Z,11.7,8.9,10.5,27,1
748,2022,Porsche,718 Boxster T,Two-seater,2,4,AM7,Z,11.2,8.7,10.1,28,1
749,2022,Porsche,718 Boxster T,Two-seater,2,4,M6,Z,11.7,8.9,10.5,27,1
750,2022,Porsche,718 Boxster S,Two-seater,2.5,4,AM7,Z,12.2,9.2,10.9,26,1
751,2022,Porsche,718 Boxster S,Two-seater,2.5,4,M6,Z,12.5,9.6,11.2,25,1
752,2022,Porsche,718 Boxster GTS 4.0,Two-seater,4,6,AM7,Z,12.3,9.8,11.1,25,5
753,2022,Porsche,718 Boxster GTS 4.0,Two-seater,4,6,M6,Z,14,10,12.2,23,5
754,2022,Porsche,718 Cayman,Two-seater,2,4,AM7,Z,11,8.7,10,28,1
755,2022,Porsche,718 Cayman,Two-seater,2,4,M6,Z,11.7,8.9,10.5,27,1
756,2022,Porsche,718 Cayman T,Two-seater,2,4,AM7,Z,11.2,8.7,10.1,28,1
757,2022,Porsche,718 Cayman T,Two-seater,2,4,M6,Z,11.7,8.9,10.5,27,1
758,2022,Porsche,718 Cayman S,Two-seater,2.5,4,AM7,Z,12.2,9.2,10.9,26,1
759,2022,Porsche,718 Cayman S,Two-seater,2.5,4,M6,Z,12.5,9.6,11.2,25,1
760,2022,Porsche,718 Cayman GT4,Two-seater,4,6,AM7,Z,13,9.9,11.6,24,5
